Title,Content,Cluster,Concept
Timbira - Cultivation.txt,"The hero, enamored of a star-woman, was not a widower but a physically deformed man. After the young woman's hiding place was discovered by her husband's younger brother, Star-woman told her husband about maize (which in this case grew on stalks) and chewed the green seeds, which she spat in his face. Then she taught the Indians how to prepare maize. In clearing part of the forest in order to start a plantation, the men broke their axe and sent a boy to the village to get another one. He came upon an old man busy cooking an opossum. Ignoring the old man's protests, the boy insisted on eating it. Immediately his hair grew white, and he was forced to use a stick to support his faltering steps. Star-woman would have revealed many other secrets to her husband had he not insisted on her yielding to his amorous demands. She gave in to them but subsequently forced her husband to go with her up into the sky.",13,Cultivation
Kraho - Cultivation.txt,"When Star-woman discovered that men fed on pau puba, she showed her husband a tree covered with every kind of maize, the seeds of which filled the river that washed around the foot of the tree. As in the Timbira version, the brothers were at first afraid to eat maize, thinking it poisonous, but Star-woman succeeded in convincing them that it was not. A young child of the family was caught eating maize by the other villagers, who asked him what he was eating; they were surprised to learn that the maize came from the river in which they were in the habit of bathing. After the news had spread to all the tribes, the maize tree was felled, and the crop shared out. Then Star-woman showed her husband and brothers-in-law how to make use of the bacaba palm and taught them how to hollow out an oven in the ground, fill it with red-hot stones sprinkled with water, and use it to stew fruit. . . . The third and final stage in her teaching dealt with manioc, how to grow it and how to make it into cakes. During all this time Star-woman and her husband remained strictly chaste. One day while her husband was away hunting, an Indian raped the young woman, and she bled. She prepared a philter with which she poisoned the entire community. Then she went back up into the sky, leaving cultivated plants to the few survivors. The second version states clearly that when Star-woman came down from the sky, men were still feeding on rotten wood and the remnants of ant heaps. They grew maize, but only for its decorative quality (the informant is an educated halfbreed). Star-woman taught them how to prepare and eat it, but the quantity of maize available was not enough for their needs. Star-woman, who was already pregnant, taught her husband how to clear the forest and start a plantation. She went back up into the sky and returned with manioc, watermelons, gourds, rice, potatoes, yams, and groundnuts. The story ends with a cookery lesson. The third version, obtained from a halfbreed, describes Star-woman as being already married, although still a virgin; she becomes the victim of gang rape and punishes the culprits by spitting her poisonous saliva into their mouths. Then she goes back up into the sky.",13,Cultivation
Karapo-Gorotire - Cultivation.txt,"In the days when Indians ate only tree fungi and powdered rotten wood, a woman was told about the existence of maize by a small rat, while she was bathing. The maize grew on an enormous tree where parrots and monkeys were fighting each other for its possession. The trunk was so thick that the Indians had to go to the village to fetch another axe. On the way the young men killed and ate a savannah opossum and were turned into old men. Sorcerers tried to restore their youth, but without success. Since then it has been strictly forbidden to eat the flesh of the opossum. Thanks to maize, the Indians had plenty to eat. As their numbers increased, tribes with different languages and customs came into existence.",13,Cultivation
Kayapo-Kubenranen - Cultivation.txt,"After men had obtained fire from the jaguar, an old woman was pestered by a rat (amyure) while bathing with her granddaughter. The rat finally succeeded in drawing her attention to the maize tree; so many heads of maize had fallen into the river that it was difficult to bathe there. The villagers enjoyed the old woman's cooking and started to fell the maize tree. But every morning they found that the gash made the previous evening had closed up again. So the men tried to set fire to the tree and sent a youth to the village to get an additional axe. On the way hack the youth killed and roasted a long-tailed opossum (ngina): his companion warned him about eating ""such an ugly animal."" He ate it nevertheless and changed into an old man, ""so old and so thin and weak that his cotton knee bands hung right down to his ankles."" The men succeeded in cutting down the tree which fell with a crash: they divided the maize among themselves. After this the various communities scattered.",13,Cultivation
Sherente - Jupiter.txt,"One night Star (Jupiter) came down from the sky to a young bachelor who had fallen in love with her. The young man hid the star in a gourd, where she was discovered by his brothers. Star told her lover and invited him to accompany her to the sky. Everything was different from its equivalent on earth. Everywhere he saw smoked or roasted human flesh, and when bathing he saw horribly mutilated shapes with open body cavities. He escaped by sliding down the bacaba palm up which he had climbed; and when he got back to earth, he related his adventure. But soon after he died, and his soul went back to Jupiter, and now he is a star beside her in the heavens.",18,God
Sherente - Maize.txt,"A woman was sitting with her child by the village pool and plaiting a trap to catch fish. A rat in human guise came and invited her to come to his house and eat maize, instead of the rotten wood that was the Indians' food in those days. He even allowed her to take away a maize flatcake but had warned her not to disclose where she had obtained it. The child, however, was caught eating his portion. The villagers extracted the truth from the woman and set off for the plantation. When the owner of the maize heard the people coming, he transformed himself into a rat and fled, leaving his plantation for the Sherente.",13,Cultivation
Kayapo-Gorotire - Animals.txt,"The jaguar despised the tortoise because it was slow and had a feeble voice. The tortoise challenged the jaguar: let each of them in turn be shut up in a hole, to see which would hold out the longer. Without air, water, or food, the tortoise held out for several days. Then the jaguar submitted to the ordeal, but as the days passed, its voice grew weaker and weaker. When the tortoise unblocked the hole, the jaguar was dead: there was only a swarm of flies hovering over its remains.",10,Animal
Mundurucu - Animals.txt,"Some monkeys invited the tortoise to eat fruit with them at the top of a tree. They helped him to climb up and then went off, leaving him stranded at the top. A jaguar happened to pass by. He advised the tortoise to come down in the hope that he might make a meal of him. The tortoise refused, and the jaguar decided to stay where he was and to keep his eyes fixed on his prey. Eventually he grew weary and lowered his head. The tortoise then let himself fall from the tree, and his hard shell broke the jaguar's skull. ""Weh, weh, weh,"" laughed the tortoise, clapping his hands. He ate the jaguar and out of one of the jaguar's bones made himself a flute, on which he played a song of victory. Another jaguar heard the music and, anxious to avenge his companion, attacked the tortoise, which however took refuge in a hole. An alligator embarked on a discussion with the tortoise about whether fava beans grow on vines or trees. Annoyed at being contradicted, the alligator stopped up the hole and came back every day to provoke the tortoise: he claimed that a lot of wood fungi (on which tortoises feed) were growing in the forest. But the tortoise was not deceived. He discarded his old shell, secreted another one, and escaped. Unable to obtain a reply, the alligator opened the hole in order to eat up the tortoise which he thought was dead. The latter, however, suddenly appeared from behind and shut the alligator in the hole, laughing ""Weh, weh, weh,"" and clapping his hands. He came back the next day, and it was now his turn to provoke his enemy: did the alligator not know that there were a lot of fish just spoiling in the river? Soon the alligator began to dry out and grow weak. His voice became inaudible, then gave out altogether: he was dead. The tortoise laughed ""Weh, weh, weh,"" and clapped his hands.",10,Animal
Tenetehara - Animals.txt,"The tortoise challenged the opossum to a fasting competition. He dug his hole first, and for two months the opossum came every day to inquire how the tortoise was. Each time the tortoise answered with a strong voice that it intended to carry on with the ordeal. Actually he had discovered another entrance to the hole and came out every day to eat. When the opossum's turn came, he could last no more than ten days, and died. The tortoise invited his friends to eat the opossum's remains.",10,Animal
Tacana - Opossum.txt,"There was once an Indian woman who caught the ticks with which the tapir was infested, while it was asleep. She wrapped them up in a leaf, cooked them in a pot, and ate them. The ""schie"" bird (Crotophaga ani), which normally fed on the tapir's vermin, complained about this unfair rivalry to the vulture, who promised revenge by changing the woman into an opossum. The vulture flew over the woman and spattered her with its droppings: there was so much that she was bent double and could only walk with difficulty. The vulture then threw her to the ground, tore out her hair, and with his feces stuck it all over her body. Again using his excrement as glue, he affixed a young snake's tail to the unfortunate woman's rear: the woman shrank to the size of an opossum. The vulture picked up a root, chewed it, and spat it onto the opossum's fur in order to dye it yellow. He made the woman's face into an opossum's snout by sticking on a palm bud. The vulture told the woman that she would give birth only to ticks, and that those not eaten by the ""schie"" bird would later be changed into opossums. The opossum eats only the brains and eggs of birds. It sleeps during the day and hunts at night.",6,Jaguar
Mundurucu - Karusahaibo.txt,"An adulterous woman tried by every possible means to get rid of her bastard son: she abandoned him on the ground, or in a stream, and even went as far as to bury him alive. But the child survived every kind of illtreatment. Finally an opossum rescued it and acted as its wetnurse. This explains why the opossum gives birth painlessly.",20,Opossum
Caraja - Cultivation.txt,"In olden days the Caraja did not know how to clear land for cultivation. They fed on wild berries, fish, and game. One night the elder of two sisters was gazing at the evening star. She told her father that she would like to have it to play with, and he laughed at her. But the following day the star came down from the sky, into the hut, and asked to marry the daughter. He was a bowed, wrinkled old man with completely white hair, and she would have nothing to do with him. Moved by his tears, the younger sister married him. The following day the man went to talk to the great river and walked in the water. As the water flowed between his legs, he picked up heads of maize, manioc cuttings, and the seeds of all the plants that are grown by the Caraja today. Then he went off into the forest to make a garden, and forbade his wife to follow him. She disobeyed him and saw her husband change into an extremely beautiful young man, richly clad, and with decorative paintings all over his body. The elder daughter claimed him as her husband, but he remained faithful to the younger. The elder sister turned into a nocturnal bird with a mournful song.",13,Cultivation
Cayua - Jaguar.txt,"The jaguar learned from the grasshopper that the toad and the rabbit had stolen its fire while it was out hunting, and that they had taken it across the river. While the jaguar was weeping at this, an anteater came along, and the jaguar suggested that they should have an excretory competition. The anteater, however, appropriated the excrement containing raw meat and made the jaguar believe that its own excretions consisted entirely of ants. In order to even things out, the jaguar invited the anteater to a juggling contest, using their eyes removed from the sockets: the anteater's eyes fell back into place, but the jaguar's remained hanging at the top of a tree, and so it became blind. At the request of the anteater, the macuco bird made the jaguar new eyes out of water, and these allowed it to see in the dark. Since that time the jaguar only goes out at night. Having lost fire, it eats its meat raw. It never attacks the macuco—in the Apapocuva version, the inhambu bird, also one of the Tinamidae.",6,Jaguar
Bororo - Destructive Fire.txt,"Formerly Sun and Moon used to live on the earth. One day when they were thirsty, they went to see the aquatic birds who kept water in huge heavy jars. Disobeying the birds, Sun tried to lift one jar to his lips, but it slipped out of his hands and broke, and the water spilled. The birds became angry. Sun and Moon ran away, and the birds followed them to the hut where they had taken refuge. By now Sun had become too hot. Feeling discomfort through being so near to him, the birds flapped their woven straw fans and caused such a powerful wind that Sun and Moon were carried up into the sky, where they have remained.",18,God
Sherente - Asare.txt,"Once there was an Indian who had a wife and many sons, all of them adult except the youngest, Asare. While the father was hunting one day, the brothers sent Asare to fetch their mother and bring her to the bachelors' house, bidding her to cut their hair and decorate them. But when she entered, her own sons seized and ravished her. Asare revealed what they had done, and the culprits were severely thrashed by their father. They took their revenge by setting fire to the hut where the couple were living. The parents changed into falcons of the kind that like to fly in the smoke, and thus escaped. Then the sons went far away. On the way Asare suffered from thirst, and the water from tucum nuts knocked down by his brothers was not enough to quench it. Then one of them began digging a well in a hollow, and so much water gushed forth that Asare, however much his brothers urged him to drink, could not exhaust it. The water spread more and more, finally forming the sea. Then Asare recollected that an arrow he particularly prized had been left on the opposite bank. He swam across, found his arrow, and was swimming back when in the middle of the water he found an alligator (jacare), whichhad developed out of a swarm of lizards which Asare had killed while traveling, and which the spreading waters had carried away. Asare begged the alligator to let him sit on him, and when the latter refused, Asare called him names, making fun of his ugly nose. The alligator gave chase. Meanwhile the brothers saw the arrow drifting on the water, concluded that their youngest brother had perished, and marched on. Asare reached land when his pursuer was already close behind. He ran into the woods where the woodpeckers were pecking the bark from the trees in order to eat the insects under it. At his request the birds covered him with strips of bark and sent the alligator off on a false scent. Once the danger was over, Asare went on his way and crossed another river where he met another alligator, with the same consequences. He escaped from it, thanks to partridges who happened to be digging out groundnuts (Arachis hypogaea) and who hid him under the straw. The same incidents occurred again when Asare swam across a third river, but this time he hid under the rinds of the jatoba fruits which monkeys were busy eating. One of the monkeys, from inborn talkativeness, came near divulging the secret, but another struck it on the lips, so he kept silent. Asare finally got to his uncle, the skunk, who was not afraid at all. When the alligator came, the skunk squirted his fluid at him, and the alligator died of the stench. The skunk called the little inhambus (Tinamus species) to drag the corpse into the river. Asare, however, stayed with his uncle. When the sea was formed, Asare's brothers had at once tried to bathe. Even today, toward the close of the rainy season, one hears in the west the sound of their splashing in the water. Then they appear in the heavens, new and clean, as Sururu, the Seven Stars (the Pleiades).",15,Pleiades
Kayapo - Rain.txt,"Some hunters once killed a tapir. One of them, who was called Bepkororoti, was given the task of gutting and cutting up the animal. While he was busy washing the intestines in the river, the others divided the flesh among themselves, leaving him only two paws (the intestines). Bepkororoti's protests were in vain. When he got back to the village, he asked his wife to shave his head and to paint him red and black with urucu paste and genipa juice. Then he told her what had happened and warned her that he intended to withdraw to a mountain top. Finally he told her to take shelter when she saw a black cloud. Bepkororoti made a bow and arrows and a large, heavy club the end of which he smeared with the blood of a tapir. He took his son with him to the top of the mountain. When he reached the summit, he started to shout like a herd of wild pigs (like men, when they are out hunting pigs). When they heard the noise, the Indians came running to hunt the pigs. At that moment, lightning flashed across the sky, there was a rumble of thunder, and Bepkororoti caused a thunderbolt to fall, which killed many people. He and his son went up into the sky.",14,Rain
Bororo - Rain.txt,"Because they were illtreated by their mothers and sisters, men of the Bokodori Cera clan changed into xinadatau birds (galinha do bugre) and disappeared into the air. The women only just managed to keep back one child. The birds told their little brother that if ever he were thirsty or too hot, he had only to imitate their call: ""toka, toka, toka, ka, ka,"" and they would know that he needed water, and would cause a cloud to appear, which would bring a calm and gentle rain. This kind of rain is associated with the Butaudogue spirits, whereas violent rainstorms accompanied by wind and thunder are associated with the Badogebague spirits.",14,Rain
Mataco - Pleiades.txt,"Formerly the Indians used to climb into the sky by means of a huge tree. There they found an abundance of honey and fish. One day, after they had returned from the sky, they met an old woman at the foot of the tree. She asked for a small share of their provisions, but they refused. In order to be avenged on them for their greed, the old woman set fire to the tree. The Indians who had remained in the sky turned into stars and formed the constellation of the Pleiades.",15,Pleiades
Macusi - Pleiades.txt,"A man had seven sons, who continually wept and asked for food. The mother scolded them saying, ""Children, I am always giving you food and you are never satisfied. What gluttons you are!"" For the sake of peace and quiet, she took a tapir's jaw 15 from the grid and threw it to them. The hungry children protested that it was not enough and, having shared out the meat between the youngest, they all decided to turn into stars. Holding each other's hands and singing and dancing, they started to climb skyward. When she saw what they were doing, the mother exclaimed, ""Where are you going? Here is food for you!"" The children explained that they bore no resentment, but that they had made up their minds. And they gradually vanished from sight.",15,Pleiades
Wyandot - Pleiades.txt,"Seven young boys were playing and dancing together in the shade of a tree. After a while they became hungry. One of them went to the house and asked for some bread, but the old woman would not give him any. They went on with their games, and then a little later another child went to the house and asked for some bread. Again the old woman refused. One of the children made a drum, and they began to dance around the tree. No sooner had they started the dance than they began to be lifted upward. They went on dancing, and still higher into the air they ascended. Looking around, the old woman saw them dancing high above the tree. She now came running with food, but it was too late. They refused to listen. Now she was willing to give them food, but they would not even notice her and continued their dancing while moving upward. Filled with despair, the old woman started to weep. The seven stars are the same boys dancing together. They were not given anything to eat: that is why they became the Hutinatsija, ""the cluster,"" which we now see in the sky.",15,Pleiades
Asawai - Pleiades.txt,"A man who coveted his brother's wife killed his brother and presented his sister-in-law with her husband's severed arm, as proof of his death. She agreed to marry him but, having been warned by the ghost's groans, she soon realized the truth and rejected the criminal. The latter thereupon imprisoned the unhappy woman and her little child in a hollow tree and left them there to die. That night the brother's ghost appeared to the man and explained that he bore no resentment for the crimes, because his wife and son had turned into animals (acouri and adourie respectively) and were henceforth safe. On the other hand, the ghost demanded that his brother give a proper burial to his maimed corpse and promised him an abundance of fish, on condition that he buried only the body and scattered the entrails. The murderer did as he had been requested, and he saw the entrails floating through the air and rising into the sky, where they became the Pleiades. Since that time, every year, when the Pleiades appear, the rivers teem with fish.",15,Pleiades
Arecuna - Pleiades.txt,"Jilijoaibu's mother-in-law used to feed her son-in-law on fish taken from her uterus. When he discovered her trick, Jilijoaibu broke crystals and threw the fragments onto the bank where his mother-in-law was in the habit of going, but took care to conceal them under banana-tree leaves. The mother-in-law tripped and fell; the stones cut her arms and legs and the whole of her body. She died. The stones leaped into the water and turned into ""piranhas,"" which for this reason have remained cannibalistic. The old woman's liver also fell nto the water and floated on the surface. It can still be seen in the form of mureru brava, an aquatic plant with red leaves, the seed of which is the old woman's heart.",15,Pleiades
Sherente - Venus.txt,"Venus (a masculine personage) was living in human shape among men. His body was covered with malodorous ulcers, and behind him was buzzing a swarm of bees. All the people turned up their noses when he passed, and refused him when he asked permission to rest in their houses. Only the Indian, Wainkaura, made the poor wretch welcome and gave him a new mat on which to sit. He asked his guest whence he came and whither he was bound. Venus explained that he had lost his way. Wainkaura ordered hot water to be brought to him so that he could wash Venus' ulcers and, ignoring his guest's protests, insisted that this should take place inside the hut, and not outdoors. He even ordered his virgin daughter to let Venus sit on her bare thighs, and washed him in this position. Thus the visitor recovered. After nightfall the visitor said to Wainkaura, ""What would you like to have?"" and as Wainkaura did not understand, he explained, ""Do you want to live or to die? Waptokwa is angry over the mutual massacring of the Indians. They have even pierced little children with arrows. So it would be better to destroy all of them at once. But tell no one and quickly pack up your belongings."" He ordered Wainkaura to kill the juruty dove (Leptoptila rufaxilla). When Wainkaura returned with the dove, Venus said that he had deflowered his daughter, and offered to pay compensation. However, Wainkaura refused to accept anything. By means of the dove's carcass, Venus made a large boat in which Wainkaura took his place along with his family. Venus took leave and departed, a whirlwind lifted him up to the sky. At once a distant noise became audible. Then the flood came and carried them all away. Before long, all drowned or died from hunger. Only Wainkaura and his family escaped.",18,God
Kraho - Autxepirire.txt,"An Indian whose wife was unfaithful to him decided to leave her and go far away. He took with him his sons and his daughter who was the youngest of all his children. Hardly had they entered the forest when the men turned into deer in order to advance more rapidly, but the little girl was unable to imitate them. They met the ogre Autxepirire, who was fishing with timbo (a fish poison), and the men turned into diving birds in order to steal his fish from him. Once again the little girl did not succeed in imitating them and went imprudently up to the ogre, who, on seeing her, fell in love with her and asked for her hand in marriage. Since he wished to be as prettily painted as his fiancee, the men told him that he must allow himself to be roasted in the fire. The ogre agreed to this and was burned to death. The little girl noticed that she had left a gourd (a bracelet, in another version) behind near the fire, and she came back to get it. She stirred up the embers and took out a piece of the ogre's penis. The ogre, as it happened, was on the point of rising again from its ashes. The girl ran off, pursued by the monster. Two rivers barred her path. She crossed each one in turn on the back of an alligator, who agreed to play the part of ferryman on condition that the little girl would insult him immediately afterward (sic). In spite of his promises, he ran after her in order to eat her. The heroine took refuge first of all with a rhea (etna), then with wasps who hid her in their nest. She finally rejoined her family, and with some difficulty all eventually escaped from the Autxepirire cannibal spirits, who attacked them in the tree where they had taken refuge. They succeeded in cutting the rope up which their persecutors were climbing. The latter fell to the ground and changed into crabs. Again lost and abandoned, the little girl arrived at a village belonging to the seriemas, the urubus, and the vultures. She hid near a spring, and by spitting on the gourds with which the birds came to draw water, she broke them all- To take their revenge, the birds formed into a flock and forced her to undergo gang rape, sparing neither her eyes, her ears, her nostrils, or the spaces between her toes. . . . Having thus been made ""rotten"" with caresses, the young girl died, and the animals dismembered her body. Each one chose a piece of the vulva and hung it on a perch, to the accompaniment of magic words. At once each piece grew and covered the roof of the hut. The hawk, who had been the first to help himself, had a fine house, but the urubu's share remained small, dry, and shriveled.",21,Adventure
Vapidiana - Fish Poison.txt,"A woman handed over her child to be brought up by a fox. But as the child cried a great deal, the fox got rid of it by passing it on to a female tapir. When the boy grew up, the tapir married him. She soon became pregnant and begged her husband to shoot her with his arrows and remove the child from her corpse. Having obeyed her instructions, the man discovered that every time he washed the child in the river, the fish died. And when the child died, it turned into timbo-aiyare, from which fish poison is extracted.",16,FishPoison
Arawak - Fish Poison.txt,"An old man who was fond of fishing one day took his son with him to the river. Wherever the lad swam, the fish died. And yet he could safely eat them. The father took the lad with him to bathe day by day till the fish knew of his plans and resolved to defeat him. They made up their minds to slay the boy. They dared not attack him in the water, so they chose an old log as the scene of the slaughter where the boy, after swimming, would bask in the sun. There the fish attacked him, and the stingray fatally wounded him. The father carried his son into the forest. When the dying youth saw his blood drop on the ground, he told his father of the curious plants that would grow wherever his blood took root, and he forecast that the roots of these plants would avenge his death.",16,FishPoison
Anazonia - Amao.txt,"There was once a young virgin girl called Amao. Having been accidentally fertilized by a fish which got inside her vulva, she gave birth to a boy. When the baby was two months old, she happened to lay him down on a stone while she was catching small fish. Toward midday she went to pick him up again, but the child was dead. She wept all night. In the morning the child started to talk and explained that the animals had killed him by frightening him. If his mother wanted to be safe from their attacks, she should smoke them with a resin fire until they changed into stones. When evening came, Amao buried her son. At midnight all the animals had turned into stones, except the great snake, the stingray, the wild pig, and the tapir who had gone off in the direction of the spring where the child had died. Amao went there, killed the wild pig and the tapir, cut them up, and threw all the flesh into the stream, apart from a thigh belonging to each animal, which she laid on the rock where they turned into stone. Next, by means of a lasso, she captured the great snake and the stingray which were feeding on the bed of the stream. She turned them into stones with the help of resin. Then she went back to her own people to teach them cooking and the arts of civilization. After which she disappeared, and no one knows where she went.",13,Cultivation
Mundurucu - Cultivation.txt,"Formerly there were neither gardens nor cultivated plants. An old woman was pestered by her young nephew, who was hungry and was asking for agricultural produce which did not yet exist. She had a section of the forest cleared and burned and informed men of all that would grow there: maize, sweet potatoes, sugar canes, bananas, sweet manioc, cara, melons, cashew nuts, inga pods, fava and feijao. . . . And she explained when each plant should be harvested, and how it should be cooked and flavored. But she also explained that timbo (fish poison) was poisonous and should not be eaten. Men should pull it up, grind it in water, and invite everybody to share the dead fish which, unlike the timbo, could be eaten. he had herself buried in the garden, and from her body sprang all of the plants.",13,Cultivation
Kachuyana - Curare.txt,"There was once a young bachelor who lived a long way from his tribe's people in a lonely hut. On returning from a particularly successful hunt, he cooked all the game and ate it, except for a female howler monkey, which he put on to smoke overnight. Then he went to bed. On waking up next morning, he resolved to eat the monkey before setting off to hunt, but when he saw the body with the hair all burned off, he experienced a feeling of revulsion, then of anger: ""What is this she-monkey to me? I am hungry and cannot eat it!"" But he left it to smoke, and went off to hunt. In the evening he ate the game he had killed during the day and said, ""Tomorrow I will eat the she-monkey. . . ."" But when the next day came, the same scene occurred; he had only to glance at the she-monkey, and any desire to eat her vanished, so plump and pretty did she seem. After a final glance at the monkey he sighed, ""If only she could change into a wife for me!"" When he returned from hunting, the meal was ready—meat, soup, pancakes . . . and the same was true the next day, when he got back from fishing. The Indian was puzzled and started looking everywhere, until finally he discovered a charming woman lying in his hammock; she told him that she was the she-monkey he had wished for as a wife. After the honeymoon the man brought the woman to the village in order to introduce her to his relatives. Then it was the woman's turn to present her husband to her people—a family of monkeys whose hut was at the top of a tree. The woman helped the man to climb up into it; the next morning she went off with the other monkeys. Neither she nor they ever came back, and the man, who could not climb down unaided, remained marooned at the top of the tree. One morning, the king vulture happened to be passing by. He questioned the man, who told him his story and explained the difficult situation he was in. ""Wait a moment,"" said the vulture as he forced himself to produce a sneeze. From his nose there spurted (nasal) mucus which stretched to the ground and changed into a creeper. However, the creeper was so slender that the man said it might snap under his weight. The vulture thereupon called upon the harpy eagle which also sneezed and whose threads of mucus formed a stronger creeper, down which the hero was able to slide. Before leaving, the harpy eagle told him how to take his revenge. He should cut the liana known as ""the harpy eagle's arrow"" and make it ready in accordance with its instructions and, having duly invoked his protector, go off and hunt the howler monkeys. The man did as he was told. All the howler monkeys were killed, except one little one, from which present-day monkeys are descended.",21,Adventure
Ge - Destructive Fire.txt,"Long before men existed, Sun and Moon lived on the earth. One day, unknown to his brother, Sun set off into the savannah (or steppe) and arrived at the ""foot of the sky"" (Kraho). There he heard the characteristic sound of the woodpeckers piercing the bark of the trees with their beaks. One of the birds had just made a red head ornament of feathers, which gleamed like fire. Sun asked the bird for the headdress, and the latter agreed to give it to him but warned Sun that he would throw it down from the top of the tree; Sun must catch it as it fell and not allow it to touch the ground. The red feather crown came whirling down, nickering so brightly that it looked like real fire. Sun caught it and threw it from one of his hands to the other until it grew cold. Shortly after, Moon discovered the ornament in the hiding place where Sun had put it, and begged his brother to obtain a similar one for him. Somewhat reluctantly Sun led Moon to the woodpeckers, who agreed to supply another ornament. But as Sun was preparing to catch it, Moon insisted on doing so himself, in spite of the warnings uttered by his brother, who feared some disastrous accident. Moon was, as it happened, very clumsy. As Sun had predicted, the ornament burned his hands, and he let it fall to the ground; the entire savannah caught fire, and all the animals were burned.",18,God
Eskimo - Sun and Moon.txt,"Long ago a man and his wife lived in a village on the coast. They had two children, a girl and a boy. When the children grew up, the boy fell in love with his sister. He pursued her unceasingly with his attentions, so she finally took refuge in the sky, where she became the moon. Ever since then the boy has never stopped pursuing her, in the form of the sun. Sometimes he catches up with her and manages to embrace her, thus causing an eclipse of the moon. After the children left him, the father became gloomy and full of hatred toward humanity.9 He traveled across the world, scattering disease and death, and feeding off the people who fell victim to the diseases; but he became so evil that his desire could not be satisfied in this way. He then started to kill and eat healthy people, too.",18,Gid
Tsimshian - Nalq.txt,"In early times young people used to meet in the evening behind the houses. They used to amuse themselves by playing noisy games far into the night. The sky was irritated by the din and sent down a beautiful magic plume, which a young man tried to catch as it fell. But as soon as he caught it, he was carried off into the air; then in a long chain all the others were, too, since each one attempted to hold back the one in front by hanging on to his or her feet. All the people were taken up by the plume; and at last they fell, and all died. Not one of them survived. However, one young woman had remained indoors, because she had been in labor. She gave birth to a series of miraculous children. After telling them of the fate that had befallen their family, she warned them against playing outdoors. But they provoked the sky into sending down the plume again, and succeeded in catching it. Using it as a talisman, they embarked on a journey around the world, reached the city of the Air, and finally married the daughters of the winds of the four cardinal points; they settled how and when these winds should blow.",,
Caduveo - Birds.txt,"Three children used to play in front of the hut until past midnight. The father and mother paid no attention to them. One night when they were playing—it was very late—an earthenware pot descended from the sky; it was lavishly decorated and full of flowers. The children saw the flowers and wanted to take them, but as soon as they put out their arms, the flowers retreated to the other side of the pot, with the result that the children had to climb into the pot in order to reach them. The pot started to rise into the air. When she saw what was happening, the mother just managed to grab the leg of one of her children. The leg broke, and from the wound flowed a lake of blood in which most of the birds (whose plumage was at that time uniformly white) dipped either all or some of their feathers, thus acquiring the different-colored plumage they have today.",17,Birds
